,text,result
1304,done iphone plus apple sprint giving bread back trash ass phone full fuck ups sprint apple,Negative
1305,explore apple rumours httptcodffeijbdze techireland apple httptcovrskwmlf,Neutral
1306,apple charging two ringtones letting use thanksobama,Negative
1307,wouldnt bad idea bring back tap tweet function guys apple twitter,Neutral
1308,yo apple didnt need subject line text amp imessages folk,Neutral
1309,battery die apple,Negative
1310,thank apple,Positive
1311,realworld etnui magicleap spin google htc apple samsung magicleap collection dreams thoughts discussions share,Neutral
1312,plus availability wait time update apple apple store verizon sunday december httptcooyrnrbvtse,Neutral
1313,finally updated iphone ios something thanks apple shit dont need seriously thanks trillion httptcojw,Negative
1314,cool apple cool baitandswitched paying upgrade server free upgd,Negative
1315,sun devils making run us phone called people hung wtf iphoneissues apple,Negative
1316,apple yo ya coming charger case hurr,Negative
1317,thanks apple keep newer transferring files local hard drive server,Positive
1318,also ive iphone two days already broken shout apple,Negative
1319,dan nathan profit apple inc aapl stock httptcojztjvsjkhj aapl,Neutral
1320,swerviinnn apple maybe stop whore sleep,Negative
1321,apple inc deleted nonitunes music ipods httptco aapl,Neutral
1322,held hostage apple replacing whole phone last backup morning anything since byebyebye,Negative
1323,apple inc vs google inc battle tech giants aapl aapl httptcomzegcg,Neutral
1324,dear apple please fix awdl issues httpstcoolfzyt,Negative
1325,pretty bad apple life left,Negative
1326,apple pls make better chargers,Negative
1327,rt jpdesloges apple poised recordbreaking holiday season aapl aapl httptco,Positive
1328,apple testflightapp tell testers using gmail ios app wont work doesnt tell testers,Negative
1329,macbook pro boots pink vertical stripes gray screen shutting repeatinghelp apple httptco,Negative
1330,fulltime trader trading stocks futures forex trader es baba aapl gpro fb eem esignal httptcokgb,Neutral
1331,rt peterpham bought augustsmartlock apple storepretty good logo match cant wait install httptco,Positive
1332,king phablets apples iphone plus bestseller past three months aapl aapl httptco,Positive
1333,best iphone apps year according apple apple monday december httptcovnvazcnemp,Neutral
1334,ui future three takeaways apple pioneer bill fernandez zdnet jasonhiner httptcoqfsgh,Neutral
1335,fail poli sci fucking laptop im suing apple,Negative
1336,apple dec total trading daily profits sh aapl stockaction trading stocks mkt httptcocrg,Neutral
1337,apple releases final cut pro xcode mac blog httptco aapl,Neutral
1338,reasons apple could fallen yesterday forbes aapl httptcoz,Neutral
1339,apple healthkit first movers featured mhealthsummit mobiquitys g also panelist httptcowcnpe,Neutral
1340,aaplapple heads trial digital music claimshttptcovopysuivki,Neutral
1341,mondays analyst moves apple inc chevron corporation starbucks httptcoqcwby aapl,Neutral
1342,rt fakebananas thanks apple preview smartwatch fitnesstracker quantifiedself iot httptcosdnc,Positive
1343,stevejobs predicted future ecommerce back got exactly right aapl httptcoeau,Neutral
1344,apple intraday comments updated range premium users aapl stockaction trading stocks mkt httptcoz,Neutral
1345,ok muted groupchat still get notifications uhm apple hell,Negative
1346,verrcktes gercht zum apple apple watch thursday december httptcodadnt,Neutral
1347,lowkey yosemite trash af cant use logic express anymore apple yall irritating fuck outta sincerely disgruntled person,Negative
1348,dear apple would like imac touch screen watch,Neutral
1349,hey apple every time update itunes make worse worse dontupdateitunes,Negative
1350,alarm set ringer refused work fuck u apple,Negative
1351,rt jpdesloges plaintiff withdrawn ipod antitrust lawsuit aapl aapl httptcoquql,Neutral
1352,apple warming social media apple hiring social media guru la apple fin httptcokqoi startup nyc,Neutral
1353,hey apple phone dying charger ur stuff sucks,Negative
1354,steve wozniak tries gut legacy late steve jobs uncool apple httptcob via bloombergtv,Negative
1355,steve jobs emails featured apple ipod us antitrust trial httptcoiohtf aapl,Neutral
1356,former apple inc supply manager sentenced prison fined million corporate espionage aapl aapl httptcopi,Negative
1357,yo apple auto correct shit gotta stop changing shit right send,Negative
1358,rt different normal httptcocbumyzrlm frankcaliendo iansomerhalder ryandorsey danbilzerian aapl,Neutral
1359,sorry samsung taking smartphone talents apple iphone reliable amp better everyday usage,Positive
1360,iphones working without sim card g wifi wtf apple,Neutral
1361,rt ive tried turning whats problem apple httptco,Neutral
1362,photo cafæ mac apple check shady groove google check techie seem frequent httptcol,Neutral
1363,dash accepts applepay apple thanks braintree making happen mobilepayments paywithdash httptcooxwmavcscn,Positive
1364,rt sanforddiday new apple patent primesense covers kinectstyle spaceçmapping httptcomentm via techcrunch cooltech,Neutral
1365,hrhound mandogallegos nice actor iwatch hed entire suite apple products sponsordeal,Neutral
1366,youd think safari would work well since apple product freezing constantly crap products apple,Negative
1367,plus trigger spike apple apple sales worldwide thursday december httptcoaxobrifm,Neutral
1368,littlewordbites travlandleisure apple gt chipping inspired iphone takes incredible photos pin sharp,Positive
1369,appledec trading daily profit sh weekly profits sh aapl stockaction trading stocks mkt httptcol,Neutral
1370,rt schreier makes smarter elevate apple app year congratulations jessepickard team httptcocgmthocc,Positive
1371,im still mad apple,Negative
1372,even apple surprised enormous demand iphone aapl aapl httptcovbyx,Neutral
1373,apple adnantariqbajwa air_mun httptco,Neutral
1374,strikes somewhat stupid apple sent brand new iphone without latest software cant restore old stuff,Negative
1375,apple going fix maps app navigation sucks face switch google maps,Negative
1376,every young designer know legendary apple designer susan kare httptcobwc httptcog,Neutral
1377,phone died apple fuck,Negative
1378,ipod replaced never set foot apple store world better place,Negative
1379,market create videos students apple macbook httptcobprq via donorschoose,Neutral
1380,apple dont want money going africa fight aids problems need fight apple africa cnn cnn,Negative
1381,isnt apple twitter httptcomrpe,Neutral
1382,anna_cochrane apple shouldnt walking anna pick iphone g youre dm address,Neutral
1383,apple tv fades away streaming video player market httptconmqcdkfnul,Neutral
1384,onerepublic apple thanks sharing pics awesome guys,Positive
1385,love apple need upgrade soon httptcoqut httptcovqezbjopxa,Positive
1386,stage set apple cwb edwardkb lielaineyl cc_nimbu jethromullen vivien liu instasavvy httptcoo,Neutral
1387,apple apple patents iphone drop protection mechanism changes device tuesday december httptcocgaw,Neutral
1388,aapljim cramer tech bubble saw httptcohunbta,Neutral
1389,mkt final aapl putcallratios friday december httptcorfkfbb,Neutral
1390,apple macbook é httptcoihhonzhm office_nerd apple tech httptcoff,Neutral
1391,went samsungtweets apple overnight whathappened,Neutral
1392,itunes awful amp ruining life fix shit apple,Negative
1393,apple new patent broken screens httptcoud techcrunch tech iphone business innovation,Neutral
1394,hey apple fuck,Negative
1395,never ever buy apple itouch worthless,Negative
1396,hell lucys songs delete phone hatw itunesmusic apple,Negative
1397,rt jpdesloges gtat creditors want question apples jeff williams aapl aapl httptcolkh,Neutral
1398,lmao oh god fuck autocorrect gonna finna ahahahah apple u ghetto child ass youuu httptcot,Negative
1399,upgrade creates cutandpaste problems apple impressed anyone else ha,Negative
1400,apple campus december update drone flyover video httptco aapl companytagged httptcoqmbvkp,Neutral
1401,believe wont available christmas survey says httptcobm via cnet aapl,Neutral
1402,apple facebook speak humanity want chose contacts added contacts book facebook thanks,Negative
1403,fuck apple phone searching service almost complete day,Negative
1404,shagale apple whyd us,Negative
1405,hate ios capitalizes random words like dont wanna give emphasis stupid word tha sentence get ur self together apple,Negative
1406,wtf phone disturb im still getting notifications fix shit applebees apple,Negative
1407,many apple products take write paper photo credit iphone httptcolo,Neutral
1408,cant get new iphone free apple shares httptcoupgqsdvrxp investing stocks aapl httptcotpna,Neutral
1409,fuck breaking music apple,Negative
1410,fullcircleone thanx big apple thanx goes stackizshort amp rebelutionary_z ground nyc blacklivesmatter icantbreathe,Positive
1411,apple every time type word ya capitalizes drives nuts,Negative
1412,apple becoming petty allowing certain apple dev resources work chrome,Negative
1413,apple lawsuit could collapse new evidence comes fore httptcojsdflq,Neutral
1414,onerepublic apple looks amazing dont think anyone say recorded music plane haha,Positive
1415,early movers big dltr thi aapl five amp stocks posting largest moves bell httptcogblmwzocqo,Neutral
1416,first apple logo designed cofounder ronald wayne drawing isaac newton reading book apple tree,Neutral
1417,apple inc leads momentum stocks tesla motors inc loses steam httptcokcsz aapl,Neutral
1418,aapl expected users still like small screens iphone mini reportedly way aapl httptcoh,Neutral
1419,five apple predictions disagree absolutely apple incredible holiday season aapl httptcogyjajevwoz,Positive
1420,dont ape emoji iphones middle finger almost step apple,Negative
1421,siri never understands said new language didnt get speak english without major accent apple apple,Negative
1422,im beyond thankful help apple gave today computer defective replaced payed difference,Positive
1423,httptcorhva need help using apple amp plus checkitout applenws apple httptcofqhpazmc,Neutral
1424,meet elevate apple apples pick best iphone app year monday december httptcok,Neutral
1425,trade aapl free nightly updates posted twitter visit trade aapl free website httptcotkeapbxf,Neutral
1426,mayhembcn iupdate new since needed duns two years ago web form phone call ironic apple req supports,Negative
1427,apple gets price target boost back strong iphone demand aapl aapl httptcosyfl,Neutral
1428,apple important stock earth httptcogxozjyzdny aapl,Neutral
1429,azakfeverafc apple need intel dm jw,Neutral
1430,apple planning strengthen india presence stores across cities towns httptco,Neutral
1431,osx built firefox keylogger provided apple httpstcoulmcdsecin,Neutral
1432,cynthialanel twitter silicon valley whole needs step google yahoo facebook apple httptcoge,Neutral
1433,took hour half decided bubble bath cannot download ios hate apple ee,Negative
1434,first transaction apple pay using chase card neat,Positive
1435,rt fazenikan yea let pay dollars phone dies fix shit apple,Negative
1436,see guru fund managers hold apple aapl aapl httptcondllvropdb,Neutral
1437,spots left wwclondons dec event apple w coderinheels dr_black watc_girl isabelladegen httptcohf,Neutral
1438,handson elgato smart power mophie powerstation plus external batteries ios blog httptcoixtmoojrpi aapl,Neutral
1439,mrbeagleman kronykal apple coffees even fair trade,Negative
1440,new apple patent primesense covers kinectstyle spaceçmapping httptcomentm via techcrunch cooltech,Neutral
1441,theres movie itunes match icloud cant remove actually trailer annoying apple,Negative
1442,apple ipod antitrust case recent development plaintiffs may never bought ipods first place httptcoyjgm,Neutral
1443,brooklyn finally getting apple store expected open april httptcoss aapl discussbrooklyn,Neutral
1444,apple flag next delete email wouldnt make sense next mark unread side accidentally deleting,Negative
1445,wtf conputer left alone five minutes help apple billgates httptcow,Negative
1446,rt metzzler hey apple guys make charger lasts fucking weeks,Negative
1447,rt hitting belt apple deleted rivals music ipods court hears httptco musicnews,Negative
1448,apple reportedly planning inch ipad like microsofts surface aapl aapl httptcoahkjeekqdi,Neutral
1449,apple inc flash crash need know httptcoyumv aapl,Neutral
1450,become immune bugs like apple womenofhistory become like people spend time choosewisely,Neutral
1451,apple issues device voicemail phone phone seems developed ielisten message take note,Negative
1452,apple needs consider emojis really need life httptco via buzzfeed,Neutral
1453,first digital languages new leader internet samsung google apple micromax_mobile onlinegaming wow_en,Neutral
1454,apple apple sales soar launch wednesday december httptcolxevgm,Positive
1455,phone dies mid tweet sue apple,Negative
1456,apple could release inch iphone mini next year aapl aapl httptco,Neutral
1457,dear apple place browser eggs safari basket guess safari broken please fix release pulled fail,Negative
1458,swerviinnn apple multiply,Neutral
1459,tmobileapple cellular hell httptcownwmawu apple tmobile plus apple tmobile tech httptcoplv,Negative
1460,crystal baller rebirth inch iphone insane apple rumors aapl aapl httptcoyvpazqumnt,Neutral
1461,onerepublic apple awesome join,Positive
1462,plus captures us phablet sales aapl httptcogw,Neutral
1463,must read apples iphone china unicom leadtimes aapl aapl httptco,Neutral
1464,rt ace_kit_uk apple macbook é httptcoihhonzhm office_nerd apple tech httptcof,Neutral
1465,new inch iphone reported reasons apple must make aapl aapl httptcopcgl,Neutral
1466,holiday weekend apple v android came top httptcocuncr httptcoqkuymh,Neutral
1467,wa haha apple techs seeing condoseniors cookery jump opportunity,Neutral
1468,fbi investigates ipad school programme aapl aapl httptcorb,Neutral
1469,rt aaaron insanely great news adroll teams apple iads programmatic launch httptcoflnubtba,Positive
1470,apple plans build technical center yokohama japan adding dozens jobs httptcoin aapl,Neutral
1471,apple pay google wallet better biztechltd httptcogzxemyrwln httptcosr,Neutral
1472,former apple inc exec gets year prison selling secrets httptcoyqwvlr aapl,Negative
1473,ggwpapple higher ups link link back applecom email address,Neutral
1474,plus impossible hold without cover slides hand apple iphone apple,Negative
1475,rt kirkyuhnke think want apple watch httptcoiab,Neutral
1476,aapl might invest tsla increase rampd plus increase production multifolds ev cars suvs us amp chinasupercharged,Neutral
1477,gmoneyizme ive probably spent replacing non functioning iphone cables ive spent iphones apple switchtolumia,Negative
1478,alabama antidiscrimination bill named apples tim cook httptcoqbt aapl,Neutral
1479,apple needs china love apple watch aapl aapl httptco,Neutral
1480,apple fibonacci technicals levels intraday preopening aapl aapl httptcouecstwopcp,Neutral
1481,apple send new computer today broken whyamihavingtomakegeniusbarappointmentsalready,Negative
1482,watch apple httptcoyedlx,Neutral
1483,apple laptop burning legs u say,Negative
1484,rumor roundup crescentgategate aapl aapl httptcog,Neutral
1485,worth reading design comparison google apples map apps httptcoc ux,Neutral
1486,rt tschwettman hey apple wont let facetime claire stop rude,Negative
1487,rt hsmoghul apple autocorrect changes muslim awesome im okay,Positive
1488,apple fact itunes updates makes anal reset play counts sometimes yall mosttttt,Negative
1489,rt thehill justice department cites th century federal law get apple unlock iphones httptcoqpaiom,Neutral
1490,apple wish camera side next iphone landscapetwitter twitter app new rd,Neutral
1491,dear apple worse service ever apple httptcow,Negative
1492,apple wants make commute much easier according new patent aapl httptcofkmnhcmwju httptco,Neutral
1493,onerepublic studio ft one outlet computers apple need batteries future httptco,Neutral
1494,jakeflem apple sorry youre going hope get fix real pain us apple care cover free,Positive
1495,aapliphone rumors might called iphone coming styleshttptcoxbmuvdzpl,Neutral
1496,yeah ill definitely going apple store finals damn mbp graphics card failing bullshit computer,Negative
1497,headed ikea apple store today yikes yay dayoffduties,Neutral
1498,game apple bitches really trying tonight rt dremacsamillion whosflyy__ gams night gawd,Negative
1499,sprint offering halve wireless bills customers switching atampt verizon ios blog httptcoehiy aapl,Neutral
1500,needs texas flag emoji apple,Neutral
1501,rt jojoxsweat chargers always get necks amp shit apple,Negative
1502,jmp raises apple inc price target exceptionally strong demand httptcoao aapl,Neutral
1503,pencil skirt pacifier tech tuesday leather apple httptcoc,Neutral
1504,proof apple use products freaking mail shows search file finder nut kicks httptcowqnkv,Negative
1505,ubs hikes iphone forecast following google checks aapl httptcoymzrbbuw,Neutral
1506,teamcavuto fairoakstrader apple still misplaced companies power something,Neutral
1507,mastercard teams gwen stefani promote apple pay aapl aapl httptcocw,Neutral
1508,apple loosing things used make much better live windows,Negative
1509,photographing white house christmas decorations iphone brookskraftfoto apple httptco,Neutral
1510,lol tryna figure file say tim_cook apple stephaniekmbc httptco,Neutral
1511,new ipad ad aapl httptcoqkddtsk httptcomtkvb,Neutral
1512,sos omg would actually rlly cute emoji apple,Neutral
1513,rt totterdells explore apple rumours httptcodffeijbdze techireland apple httptcovrskwmlf,Neutral
1514,apple hour code codeorg httptcokb via techcrunch startups join teach coding,Neutral
1515,frustrated unsuccessfully trying fix outgoing smtp configuration lt apple unacceptable yosemiteproblems apple help,Negative
1516,apple cofounder steve wozniak talks steve jobs amp apples early days via designtaxi httptco,Neutral
1517,morgan stanley sells apple inc aapl stock still buy aapl aapl httptco,Neutral
1518,verrcktes gercht zum apple apple watch thursday december httptcokyzdoute,Neutral
1519,apple heck phone screen looks like lost battle windstorm httptcohctgcijxbs,Negative
1520,makes smarter elevate apple app year congratulations jessepickard team httptcocgmthocc,Positive
1521,rt ihcfo gonna go limb twtr decades aapl,Neutral
1522,onerepublic apple appleaddict show paris amazing thank guys see soon,Positive
1523,ok utterly rediculous takes hrs simple thing like syncing ringtone itunes accessability horific rediculous apple,Negative
1524,thank apple,Positive
1525,thehill apple cite th amendment retort,Neutral
1526,spent eur apple iphone camera longer workstold got water iti unacceptable customer service apple,Negative
1527,apple caller id thing scary heck suggest stop,Negative
1528,future apple aapl httptco httptco,Neutral
1529,aaplmy three horsemen nasdaq apple microsoft gilead sciehttptcocdvozfgsbx,Neutral
1530,apple inc weekly roundup facebook ads amp ipad httptcoyrnuvcjel aapl,Neutral
1531,thisdueemarco apple thats annoying never get stuff right first time,Negative
1532,apple thank httptcowmsinaauqf,Positive
1533,would never want apple device sadly people seem okay httptcovesbigs,Negative
1534,plug phone jumps apple stop playing games,Negative
1535,apple youre even real fucking apple company fuck supposed,Negative
1536,apple expect httptcoxzlzb,Neutral
1537,alle news zu iphone ipod und apple apple watch monday december httptcot,Neutral
1538,apple stores recruiting fashionluxury experts ahead apple watch debut aapl aapl httptcowcbyfra,Neutral
1539,swear fuck would rather cut splice physical fucking tape dick around one apple product shit design,Negative
1540,thank u apple outstanding customer service amp exchanging phone case clearly made power user customerforlife,Positive
1541,great time apple store friday russellferg amp krumpers amp talkback httptcoop twdancecenter urbannutcracker,Positive
1542,anyone know theres smartwatch old fashioned clock face grandma needs watch samsung apple mota,Neutral
1543,apple searched company google searched platform,Neutral
1544,hey apple guys make charger lasts fucking weeks,Negative
1545,tell ur update stop capitalizing everything apple,Negative
1546,bradpaisley applebees oops sorry applebees meant apple,Neutral
1547,mrbeagleman apple starbucks shuts anon decimated,Neutral
1548,get touch screen macbook apple,Neutral
1549,apples ipad sales peaked aapl httptcoys,Neutral
1550,zoonova whatif analysis aapl lnkd fb googl tsla stocks options bonds frn mm bps vol nasdaq httptco,Neutral
1551,companies growing faster apple inc httptcoo aapl,Neutral
1552,thank nice lady apple regentsstreet helping grab phone today _ life saver,Positive
1553,daring fireball transmit ios icloud drive apple httptcoc,Neutral
1554,apps apple thgen httptcottezgarbxd httptcoi,Neutral
1555,c release date rumours leaked images apple apple release thursday december httptcob,Neutral
1556,steal money apple,Negative
1557,osx update bricked macbook pro apple fuck,Negative
1558,watched dad struggle answer call iphone wouldnt let answer great job ios apple,Negative
1559,apple hold min,Negative
1560,engadget apple users surprised apple tells hold phones whats phones amp listen isheep,Negative
1561,gb used phone gb apple httptcoitssqnqlia,Negative
1562,apples bn anticompetition trial might collapse aapl aapl httptcony,Neutral
1563,wells fargo continues promoting apple pay new advertisement httptcowri aapl,Neutral
1564,engadget apple happened,Neutral
1565,im going press play button wait im apple fix apps httptcoeteewiijro,Negative
1566,much completely broken shit world fucks sake fuck apple bullshit autocorrects,Negative
1567,hate apple aapl httptcolq,Negative
1568,patrickpaltrow apple,Neutral
1569,nialihburn apple tres,Neutral
1570,apple freaking computer went psycho ruined life thanks lot,Negative
1571,apple facing challenge googles android httptcob aapl,Neutral
1572,apple symptom tech bubble could apple overvalued b reasons apples valuation httpstcomssfgcqiaf apple aapl,Neutral
1573,mark zuckerbergs newest frenemy tim cook aapl aapl httptcos,Neutral
1574,apple retail locations offer free coding workshops dec th part hour code httptcoyvxawpyjb,Neutral
1575,free apple nice ipad,Positive
1576,rt bella_bong_ apple u need get ur fucking shit together let txt youtube,Negative
1577,photo yaaass shoutout appleholidays stevejobs amazing iphone stevejobs httptcomq,Positive
1578,silicone case peeling wtf apple,Negative
1579,man app apple tv hot garbage,Negative
1580,apple fits increase earnings use eps free ios app donkey stocks aapl httpstcocbugrehzs,Neutral
1581,apple earns profit quarter amazon earned lifetime amazon apple wow facts httptcog,Positive
1582,texting isnt working verizonwireless blames apple apple blames verizon someone fix hours crap,Negative
1583,finally got iphone apple relief using months,Positive
1584,sure worse att apple vacations sovereignbankus,Negative
1585,iamrayuko apple know dont want none,Neutral
1586,first tweet new apple iphone plus newtoy,Positive
1587,past week phone stay freezing amp closing apps wtf apple,Negative
1588,watch weekends new tv ads radioshack apple httptcok,Neutral
1589,c release date rumours leaked images apple apple said working friday decem httptco,Neutral
1590,apple continues beefing digital audio expertise hiring dana massie audience httptco aapl,Neutral
1591,hey apple could make iphone charger lasts month sincerely broke high school student wants phone charged,Negative
1592,siri bull shit telling gonna rain shit da fuck pay apple,Negative
1593,iphone chargers apple stevejobs wtf notcool,Negative
1594,thestreet cramer says buy mapple avago techs earnings hint big demand avgo aapl httptcoiabvpfuioc,Positive
1595,foreign currency exchange may headwind apple aapl aapl httptcoj,Neutral
1596,hope one ever cons getting another crappy apple product,Negative
1597,ipad dont update buggy slow apple apple,Negative
1598,yay apple customer support super nice helpful imessages verified,Positive
1599,actual fuck apple,Negative
1600,heck isnt taco emoji apple,Neutral
1601,phone acid right apple fix,Negative
1602,apple pls let know yr sorti problems wi ipadmini freezing slow httptcojt,Negative
1603,redxpower christmascount apple phones make people fat lol,Negative
1604,every new iphone update spellcheck suppress greatness morestop trying tell type apple,Negative
1605,major news outlets seek permission share steve jobs ipod lawsuit deposition video httptcoqeevzl aapl,Neutral
1606,fuck apple allowing ppl access camera phone locked fuck fuck apple,Negative
1607,ok seriously apple going fix ios im still missing music,Negative
1608,annoys atampt apple samsungmobileus come galaxy,Negative
1609,rt mrushh hey apple phone dying charger ur stuff sucks,Negative
1610,rt shannonmmiller love apple supporting hourofcode workshops httptcofnjnu,Positive
1611,radbarakat apple apple support twitter think,Neutral
1612,im learning apple ipad mini smart cover green influenster apple httptco,Neutral
1613,apples share uk smartphone sales soared months october thanks launch,Positive
1614,hey panerabread teach people use apple pay,Neutral
1615,win new apple ipad mini itunes gift card httptcosv,Neutral
1616,stock market today moving wmt aapl uber news money morning company reported bil httptcok,Neutral
1617,lol fuck apple im going pay left arm amp leg product make last couple months shittychargers,Negative
1618,called operator apple speak someone corp funding frank geary baseball stadium st pete fl shehungup tim_cook help,Neutral
1619,macys sign making apple pay transaction,Neutral
1620,ios visual history httptcoiefl via verge apple ipaded edtech,Neutral
1621,rt toricolelli phones charging hour keeps losing percentage get ur shit together apple,Negative
1622,allandthompson apple let go ahead get one way u gonna get virus amp ur whole house explode,Negative
1623,julian robertson still bullish apple inc httptco aapl,Negative
1624,whoabiebz get shit together ill guy samsung galaxy apple httptcoa,Negative
1625,pick slack fuck boys apple,Negative
1626,finally got iphone mail comes box busted screen thanks apple,Negative
1627,umo_games apple ended getting new computer anyhow work computer heres switch vid cards httptcoo,Neutral
1628,yearold wizkid turned apple nabbed backing hollywood star httptcopoqfgoevsu,Neutral
1629,iphone may longer upgrade cycle expect unit sales fall aapl aapl httptcozkshnqj,Negative
